spot_name,index spot,weather,temperature,traffic_time,satisfaction
Benny,11,0,26.199754252086613,29.44403849952519,0
Benny,11,0,33.1934417475813,37.06818947992497,0
Benny,11,0,34.9547227516176,28.8219111529369,0
Benny,11,0,26.715338237166005,21.74020769892266,0
Benny,11,0,27.293321054867942,31.305559194287376,0
Benny,11,0,32.98079776397671,39.72745850540619,0
Benny,11,0,32.57133455229403,24.229447146566166,0
Benny,11,0,26.214630001925695,21.988708805204162,0
Benny,11,0,33.501521251388795,30.930570002174726,0
Benny,11,0,26.834162263797108,27.80555546981389,0
Benny,11,0,27.909435362032916,22.64088877837915,0
Benny,11,0,28.993041488367844,33.12817371083333,0
Benny,11,0,32.05982039965503,41.303886803912405,0
Benny,11,0,35.41264936111237,37.04006905830005,0
Benny,11,0,33.74279811979437,32.015196603648334,0
Benny,11,0,34.08403337645934,28.75187509925361,0
Dorval,12,0,26.50462922922033,35.97351066305003,0
Dorval,12,0,30.569805999886352,25.57582188069506,0
Dorval,12,0,28.709898557376185,27.12220341929776,0
Dorval,12,0,34.61605958539436,40.13467545026142,0
Dorval,12,0,33.91948480904013,40.62514736244789,0
Dorval,12,0,26.00128980819222,26.267200712218205,0
Dorval,12,0,26.926789246542985,34.20662050416109,0
Dorval,12,0,25.909719237728233,25.473780429432935,0
Dorval,12,0,32.8190534658535,33.33151213431874,0
Dorval,12,0,26.091110703598687,26.090928879769706,0
Dorval,12,0,25.857436398183218,30.89923862858103,0
Dorval,12,0,26.0524450855493,25.801759771633254,0
Dorval,12,0,30.068113983524512,26.903851545725097,0
Dorval,12,0,34.343842587218674,24.579147187937068,0
Dorval,12,0,32.01236724273997,23.171918667498684,0
Dorval,12,0,33.56837597103659,32.69683550596119,0
Dorval,12,0,29.197656647390993,34.03941669695246,0
Magog,13,0,31.89256869459869,23.649372379648405,0
Magog,13,0,33.626700176756714,39.869418340672794,0
Magog,13,0,31.923212266078327,26.08604566184997,0
Magog,13,0,35.404925495557514,37.287112328963886,0
Magog,13,0,27.176060784384838,35.609914407535264,0
Magog,13,0,30.11615601347202,30.484069736727903,0
Magog,13,0,33.72044928018259,35.28052746836289,0
Magog,13,0,30.22374156036105,39.072035462526316,0
Magog,13,0,26.776535737524295,23.384464947848272,0
Magog,13,0,27.09307914575115,34.204479757835855,0
Magog,13,0,25.821881319823596,29.689887123727168,0
Magog,13,0,29.272154338046285,23.04062709941534,0
Magog,13,0,27.994785183392985,40.8511560924525,0
Magog,13,0,25.62565680706017,39.66287135702774,0
Magog,13,0,28.860754682983035,35.22391054002324,0
Berthierville,14,0,25.70442201383303,33.76786435760316,0
Berthierville,14,0,26.398392179437884,33.00184883334777,0
Berthierville,14,0,27.09978033696936,31.81743526695364,0
Berthierville,14,0,29.183070520820152,33.21521356795617,0
Berthierville,14,0,31.676394899067922,38.728783095012716,0
Berthierville,14,0,31.523131098537764,41.306561139097965,0
Berthierville,14,0,30.325325904150876,40.49404228153515,0
Berthierville,14,0,34.088165031540676,33.23282453946838,0
Berthierville,14,0,30.425109263334043,37.31261163741468,0
Berthierville,14,0,25.645195384798278,31.682167679337972,0
Berthierville,14,0,28.25795281781576,24.711175876102907,0
Berthierville,14,0,27.492410673033646,22.12694134830686,0
Berthierville,14,0,33.121599551133734,25.563949886984663,0
Berthierville,14,0,30.128210480521112,28.074837885396306,0
Berthierville,14,0,33.27001078207629,31.27614729975517,0
Berthierville,14,0,29.15092892317409,39.45462330553733,0
Berthierville,14,0,31.108230548524524,39.84712630456221,0
Berthierville,14,0,25.63877663723372,27.566126048125696,0
Berthierville,14,0,35.24592220372919,22.612915498634486,0
Berthierville,14,0,27.91329268330357,21.83479885520255,0
Berthierville,14,0,27.33308750135405,41.14135185840516,0
Berthierville,14,0,31.289788322259245,37.58716881404541,0
Berthierville,14,0,28.22204234831661,31.772982933806553,0
Berthierville,14,0,33.89274924666286,38.39275731804774,0
Berthierville,14,0,31.743473417347357,35.10547305495315,0
Berthierville,14,0,32.21987760443399,37.00985815670424,0
Berthierville,14,0,33.38484026656835,24.692634194544937,0
Berthierville,14,0,31.25429690063991,28.73975265966353,0
Berthierville,14,0,31.691111602653443,33.75943914563305,0
Berthierville,14,0,28.808257286234557,31.977328314887032,0
Berthierville,14,0,33.704815882660284,21.725133094695792,0
Ahuntsic,0,2,18.00533958157036,41.34493471969754,1
Ahuntsic,0,2,19.561483628533857,33.90504209683118,1
Ahuntsic,0,2,18.56992371948297,40.247003628920694,1
Ahuntsic,0,2,20.87638823175123,45.81123759368765,1
Ahuntsic,0,2,17.55261872550681,39.11731465132157,1
Ahuntsic,0,2,22.5133859108026,43.49450943702173,1
Ahuntsic,0,2,19.928746818528644,30.818064963655566,1
Ahuntsic,0,2,19.995201308304903,28.240713397290403,1
Ahuntsic,0,2,18.52114686227926,47.35833586532568,1
Ahuntsic,0,2,25.397044650261314,42.058018017101645,1
Ahuntsic,0,2,22.60928469756016,28.169789094896984,1
Ahuntsic,0,2,20.748484502788113,29.30058289087616,1
Ahuntsic,0,2,22.83853131885074,35.53513428075439,1
Ahuntsic,0,2,26.824304035749478,38.983595327975436,1
Ahuntsic,0,2,24.518831842051146,37.84392302473004,1
Ahuntsic,0,2,21.99551178583592,28.16446347601665,1
Ahuntsic,0,2,19.314669084594684,43.148875018853246,1
Ahuntsic,0,2,20.23775710710833,43.417610321844236,1
Ahuntsic,0,2,18.71865889513031,28.500446664847498,1
Ahuntsic,0,2,25.366261625599464,46.053647807538766,1
Ahuntsic,0,2,24.78057454023954,47.388076242259174,1
Ahuntsic,0,2,25.456521069412254,44.48552544387002,1
Ahuntsic,0,2,24.997521031980227,38.21843878168923,1
Ahuntsic,0,2,25.684125891317937,43.32768864151236,1
VanHorne,1,2,20.089641674858086,44.181026978499716,0
VanHorne,1,2,24.064989059891644,32.83611060343271,0
VanHorne,1,2,25.704439549086764,37.79042388687764,0
VanHorne,1,2,20.43698238492312,46.63928740820774,0
VanHorne,1,2,22.37625843958877,41.21556160003932,0
VanHorne,1,2,23.844007216264522,37.064871895807784,0
VanHorne,1,2,27.36860831607019,44.015376113325914,0
VanHorne,1,2,20.462035107037018,30.85666575811448,0
VanHorne,1,2,21.58084599596906,41.91059952150903,0
VanHorne,1,2,24.860398317385524,28.48862495241723,0
VanHorne,1,2,19.2573386656101,43.57390555047927,0
VanHorne,1,2,21.366893766470433,30.471137356667754,0
VanHorne,1,2,23.983407002608303,47.228725056286436,0
Verdun,2,2,25.101275309700146,43.26143629934688,0
Verdun,2,2,19.98033302233279,32.08606437179607,0
Verdun,2,2,20.13567820091815,43.91928783832098,0
Verdun,2,2,18.356222431943923,29.59100995187203,0
Verdun,2,2,19.02329133582524,42.237073637751045,0
Verdun,2,2,21.028419661387773,42.67403459962205,0
Verdun,2,2,23.00182047971292,39.71470552356763,0
Verdun,2,2,25.97555114495998,42.60132736385307,0
Verdun,2,2,17.643940876065553,44.02103815501729,0
Verdun,2,2,24.687909144325573,44.03793179733216,0
Verdun,2,2,24.3718334343211,32.42328712915085,0
Lasalle,3,2,20.903521614382118,40.77456366146419,1
Lasalle,3,2,26.28273903452424,32.056879200245206,1
Lasalle,3,2,23.06048847925203,34.82341909106902,1
Lasalle,3,2,20.078374984221547,46.61090748517681,1
Lasalle,3,2,20.680053019818356,37.191354950989925,1
Lasalle,3,2,20.848251555133764,39.28816493510728,1
Lasalle,3,2,18.323816353995753,43.675613537474916,1
Lasalle,3,2,19.389884345456196,46.45121820924099,1
Lasalle,3,2,25.98159446128105,29.11212533834737,1
Lasalle,3,2,23.113700062329954,43.376244878700305,1
Lasalle,3,2,25.16190293385653,38.11729223105251,1
Lasalle,3,2,23.110163392660965,44.82790831476004,1
Lasalle,3,2,17.57819931308979,44.47889501216504,1
Lasalle,3,2,22.418397736217834,35.26021605306414,1
Lasalle,3,2,25.254678871526664,38.654275421906846,1
Lasalle,3,2,19.023024325271304,35.235223918090824,1
Lasalle,3,2,25.82962045880756,38.50060517257796,1
Lasalle,3,2,22.058788628770564,40.58136043673639,1
Lasalle,3,2,18.216877959476292,38.89379879388741,1
Lasalle,3,2,27.014086165278837,43.64982685659875,1
Préfontaine,4,2,21.594747523147824,33.47152151221525,0
Préfontaine,4,2,23.90080805827155,44.50349011112313,0
Préfontaine,4,2,26.933151831155406,36.00661796216452,0
Préfontaine,4,2,24.261139446929988,32.71246526701445,0
Préfontaine,4,2,20.87060011350896,42.127044041904014,0
Préfontaine,4,2,18.731519961689784,45.34531397615649,0
Préfontaine,4,2,20.972397806359663,43.66645180658212,0
Préfontaine,4,2,18.57570171113921,33.635979758905656,0
Préfontaine,4,2,23.160674653718942,36.93780445387549,0
Préfontaine,4,2,20.800945331471524,29.420808053743464,0
Préfontaine,4,2,22.63951392011413,32.744498378072294,0
Préfontaine,4,2,26.840842679070505,40.23212229047363,0
Préfontaine,4,2,25.46088712445436,41.06326347707259,0
Préfontaine,4,2,23.107648793149878,42.93523031911228,0
Préfontaine,4,2,19.255039281100622,31.588677990944408,0
Préfontaine,4,2,23.108674141961856,38.92044452397439,0
Préfontaine,4,2,20.88421900194939,44.92499279809158,0
Préfontaine,4,2,22.008068831730938,36.30046638182377,0
Préfontaine,4,2,19.416768150596727,29.05668642740684,0
Préfontaine,4,2,18.94323593411606,36.84758758240998,0
Préfontaine,4,2,17.727059590780804,33.46285391561588,0
Préfontaine,4,2,25.51049653245238,36.67301777413435,0
Boucherville,5,2,24.071771963055593,44.75753972677438,0
Boucherville,5,2,17.424823760308534,44.26044422551574,0
Taz,6,2,20.301492268325504,34.44772011869648,0
Taz,6,2,26.887652817934253,39.91876047234311,0
Taz,6,2,20.026587172349505,31.471546389319478,0
Taz,6,2,23.032032414822076,38.53358630681754,0
Taz,6,2,26.75196053401943,38.42911832277182,0
Spin,7,2,27.17121244007118,27.828635201355308,0
Spin,7,2,20.864801063371612,42.68945674519413,0
Spin,7,2,18.275388507220583,38.65281078674366,0
Spin,7,2,20.077464296916048,38.86401241939565,0
Spin,7,2,23.80447443879315,37.19057765572464,0
Spin,7,2,21.551930081188733,33.993934210886735,0
Spin,7,2,19.434066177081448,36.26836314859436,0
Spin,7,2,19.698101812743722,43.63477020221906,0
Spin,7,2,21.73046535243332,29.715845662476703,0
Spin,7,2,18.271698638845862,37.89659929386593,0
Spin,7,2,20.465424111407067,43.70675274213558,0
Spin,7,2,26.426342581655646,46.154895414316805,0
Spin,7,2,20.003252683961296,43.077115443127596,0
Spin,7,2,19.740046371480766,46.223502928674144,0
Spin,7,2,22.09996854607337,36.683935766024916,0
Spin,7,2,21.510259855697484,39.26263049788302,0
Spin,7,2,17.400198897539735,39.98435381368647,0
Spin,7,2,27.16456640502328,46.23586411353648,0
Saint Jérome,8,2,20.991241531228034,35.52370975801207,1
Saint Jérome,8,2,17.73423825323271,39.537140913563036,1
Saint Jérome,8,2,25.33823563119888,34.443329557478414,1
Saint Jérome,8,2,19.79772770841508,30.70324811618985,1
Saint Jérome,8,2,20.265433898785226,44.36412247243429,1
Saint Jérome,8,2,21.640059935105157,33.51971443468407,1
Saint Jérome,8,2,23.06782432003764,35.272436407566445,1
Saint Jérome,8,2,25.170268074817944,36.84290444146092,1
Saint Jérome,8,2,24.0369463630316,44.55459918243589,1
Saint Jérome,8,2,18.83255001856828,32.77770427079841,1
Saint Jérome,8,2,20.14250974884394,29.583030569154214,1
Saint Jérome,8,2,23.485292590175646,38.35932527671277,1
Saint Jérome,8,2,25.289332673176073,45.970998239409326,1
Saint Jérome,8,2,23.138540952803094,28.38917293203027,1
Saint Jérome,8,2,21.57584403152423,39.008066363383215,1
Saint Jérome,8,2,22.028743733990318,39.382389849993466,1
Saint Jérome,8,2,20.420978785173336,27.743009966854185,1
Saint Jérome,8,2,24.09757918168193,45.92547129930915,1
Saint Jérome,8,2,21.401865137513468,37.09950627618844,1
Saint Jérome,8,2,17.430906620644546,28.44077272388693,1
Saint Jérome,8,2,18.212622789238537,34.88339635632561,1
Saint Jérome,8,2,20.850824033301596,42.35508969788373,1
Saint Sauveur,9,2,21.95131328107373,31.16619186603929,0
Saint Sauveur,9,2,26.07790677904535,42.01410697845476,0
Saint Sauveur,9,2,22.0025583615222,33.49303953368319,0
Saint Sauveur,9,2,25.488541618352677,43.317242499628165,0
Saint Sauveur,9,2,24.000372091400724,29.018556268426195,0
Saint Sauveur,9,2,22.467532761962932,35.067136871406255,0
Saint Sauveur,9,2,18.243998919703856,28.71270112323633,0
Saint Sauveur,9,2,21.900923850252553,31.68754056279617,0
Saint Sauveur,9,2,20.679222613284516,44.45809998605008,0
Saint Sauveur,9,2,24.70998664436162,33.29434383148512,0
Saint Sauveur,9,2,18.015113821133802,44.94083875258623,0
Saint Sauveur,9,2,27.115502956065335,46.600457481723325,0
Saint Sauveur,9,2,19.80950749536246,35.095395061449224,0
Saint Sauveur,9,2,19.838772484442885,38.87334576209789,0
Saint Sauveur,9,2,25.655219499837997,28.185398516434645,0
Assomption,10,2,20.785289325536432,31.67353519486122,1
Assomption,10,2,25.71184202994446,37.72354033920964,1
Assomption,10,2,24.136029602977874,42.1141172139021,1
Assomption,10,2,20.695412565519057,32.00914854031021,1
Assomption,10,2,24.365456369643095,29.04542764572167,1
Assomption,10,2,23.379631487172936,33.050381704027515,1
Assomption,10,2,18.66473641955979,44.58696731205583,1
Assomption,10,2,22.057443896139173,29.543923634017496,1
Assomption,10,2,17.589297255562713,36.735616071063774,1
Assomption,10,2,23.270646603382943,45.26728839178521,1
Assomption,10,2,23.154368590399596,46.43040076539049,1
Assomption,10,2,24.613192679761156,32.12529476248727,1
Assomption,10,2,21.85569853220244,42.76775830218213,1
Assomption,10,2,22.213429991531438,33.95379653863133,1
Assomption,10,2,21.261237372038394,44.20261389165682,1
Assomption,10,2,20.161573763637,41.23817862009543,1
Assomption,10,2,25.890513369750263,45.306799626938485,1
Assomption,10,2,27.1137175473293,36.216371145269,1
Assomption,10,2,19.71450901075123,29.504297198170075,1
Assomption,10,2,21.888701095279398,42.01016794105159,1
Assomption,10,2,25.28815006619719,34.721585528403914,1
Assomption,10,2,22.6273320583349,32.2500303753011,1
Assomption,10,2,21.05590480428864,33.6764481307314,1
Assomption,10,2,22.830626285291228,42.21646894034834,1
Assomption,10,2,25.78344522354064,43.412181324278436,1
Assomption,10,2,18.827122150922214,46.932923334515294,1
Assomption,10,2,25.687281517621436,42.275136228240996,1
Assomption,10,2,23.255140875699283,29.24643578648533,1
Assomption,10,2,24.80154829520535,29.782150322196244,1
Assomption,10,2,17.803723136211303,46.359467347992734,1
Assomption,10,2,21.320930912402453,40.10361537724682,1
Assomption,10,2,25.01063644315014,31.39910237402762,1
Assomption,10,2,26.010334007197077,35.84489507072428,1
Assomption,10,2,22.017274123367034,42.26806936686798,1
Assomption,10,2,22.858047690440074,30.65867164041643,1
Assomption,10,2,20.273563580130368,35.91065306453485,1
Assomption,10,2,22.564203496399614,42.919276426781394,1
Assomption,10,2,17.58329522846374,37.43514915351213,1
Assomption,10,2,26.140368409437027,29.71096908774334,1
Assomption,10,2,22.183742305517306,33.77812183399207,1
Assomption,10,2,26.35240534112156,32.637721071713,1
Assomption,10,2,24.612064013382884,42.40226309485409,1
Assomption,10,2,18.321106879463873,37.73280306359078,1
Benny,11,2,26.122679808770833,29.538025275217997,1
Benny,11,2,20.56128344831553,41.26950880288631,1
Benny,11,2,23.946429540946987,42.74059819770416,1
Benny,11,2,21.561491346756434,43.53116523310672,1
Benny,11,2,20.85068976372561,36.02875466530047,1
Benny,11,2,23.74863655533939,38.60382499049231,1
Benny,11,2,19.850534931180338,41.21101823705094,1
Benny,11,2,20.070519684679056,35.18228374920963,1
Benny,11,2,24.931343490665174,40.26930433103837,1
Benny,11,2,22.27483027898507,27.765443212408307,1
Benny,11,2,19.961989427806913,32.033450630034686,1
Benny,11,2,21.00133626916303,33.71411287742711,1
Benny,11,2,21.899158302606292,36.79309140829841,1
Benny,11,2,20.540538027822915,45.75079162716496,1
Benny,11,2,20.356419903011346,43.25197327377237,1
Benny,11,2,25.20786645729848,32.277219038227834,1
Benny,11,2,24.40783535487992,40.750323714073886,1
Benny,11,2,23.2352087157944,39.83536045859031,1
Benny,11,2,24.757100355455464,33.20788716118504,1
Benny,11,2,17.880694712265655,43.388522000201014,1
Benny,11,2,20.13982422080988,47.10637291258068,1
Benny,11,2,26.714872095857984,33.57613038751098,1
Benny,11,2,20.8093390765555,42.44538382094274,1
Benny,11,2,23.031400043049292,40.03383603170313,1
Benny,11,2,25.458074275027258,44.60098102021455,1
Benny,11,2,18.313993019065666,29.22441679714577,1
Benny,11,2,22.500994430902296,43.20155953870598,1
Benny,11,2,19.302486961417927,33.483281389664775,1
Benny,11,2,20.9209023230243,42.934719241551726,1
Benny,11,2,19.012796691992023,34.404104433159596,1
Benny,11,2,20.424494266032525,39.254281056773706,1
Benny,11,2,19.447422360793922,38.53782745634296,1
Dorval,12,2,25.97701812642636,39.51700193739652,1
Dorval,12,2,19.938256967452308,38.57500731989737,1
Dorval,12,2,27.102672003618633,31.945797563216455,1
Dorval,12,2,17.824003668496054,45.75446502138555,1
Dorval,12,2,24.79656205083849,43.60411377329319,1
Dorval,12,2,22.109471904517868,28.502758460149526,1
Dorval,12,2,17.68081222193659,33.64363730642898,1
Dorval,12,2,20.74975985594842,46.24486901268819,1
Dorval,12,2,22.26246485260116,39.713961006371285,1
Dorval,12,2,19.431517070741585,39.32156972182237,1
Dorval,12,2,25.532992581104672,30.839477491128896,1
Magog,13,2,18.334501426623003,40.79659391450308,0
Magog,13,2,20.172312379416272,35.46743165714614,0
Magog,13,2,25.333038687643135,46.02611684003004,0
Magog,13,2,18.656842711114614,31.286547774195476,0
Magog,13,2,27.206009882796202,30.908918551990993,0
Magog,13,2,19.815023646008637,32.03768514263791,0
Magog,13,2,21.570524128516077,27.796632511537307,0
Magog,13,2,22.336157350023228,34.96495166107095,0
Magog,13,2,25.929440669607935,44.60104115268511,0
Magog,13,2,25.370905080414985,41.50928601407571,0
Magog,13,2,17.840738731291136,30.286481327425818,0
Magog,13,2,26.49371641307191,42.2546335821669,0
Magog,13,2,25.251913736183468,34.59496986780089,0
Magog,13,2,27.32487048997719,28.14360697380946,0
Magog,13,2,23.990128109602754,29.417830572357712,0
Magog,13,2,20.78432349973108,28.647269111439403,0
Magog,13,2,18.62576565290284,30.501469672545277,0
Magog,13,2,19.978545021716933,27.83129621858744,0
Magog,13,2,19.506275440591907,41.23842048740636,0
Magog,13,2,27.150725201069932,34.254017065978445,0
Magog,13,2,20.824426304750617,34.04653347977261,0
Magog,13,2,22.919189524252324,47.365775156949795,0
Magog,13,2,25.447505905902137,38.494284198756525,0
Magog,13,2,22.379414279337368,33.164362489525345,0
Magog,13,2,18.638216956543435,33.29659832929033,0
Magog,13,2,20.950941670047314,36.676877129193414,0
Magog,13,2,19.842899104995055,43.63856083950573,0
Magog,13,2,20.17513187496348,38.99779508935971,0
Magog,13,2,26.487290039958225,32.18583213825469,0
Magog,13,2,25.72112937973671,46.908905161061995,0
Magog,13,2,19.594631827628564,33.121231538393516,0
Magog,13,2,23.69210706916276,42.82295734615795,0
Magog,13,2,19.33216390991551,35.664615570647776,0
Berthierville,14,2,25.632531908722104,29.64766303722068,0
Berthierville,14,2,20.37483318109002,27.61800086922998,0
Berthierville,14,2,18.549196314122877,38.49745618485846,0
Berthierville,14,2,20.77231423970946,43.92321484849347,0
Berthierville,14,2,20.164259386129572,45.711789474793875,0
Berthierville,14,2,20.611762662024177,29.72007706434834,0
Berthierville,14,2,17.992682759334063,40.2613636080999,0
Berthierville,14,2,21.513776391802466,44.810860581318224,0
Berthierville,14,2,26.93356103255028,41.34013847141997,0
Berthierville,14,2,20.570740539307955,33.625142020445885,0
Berthierville,14,2,18.197531438295385,44.779681769403055,0
Berthierville,14,2,23.59995042285186,42.92837337646161,0
Berthierville,14,2,24.858791850727343,39.01011365389218,0
Berthierville,14,2,27.011902977127058,42.40347783459446,0
Berthierville,14,2,20.450758699761575,31.34201932844693,0
Berthierville,14,2,19.213984169164362,40.84480881052381,0
Berthierville,14,2,23.30433832559002,33.28189296214464,0
Berthierville,14,2,26.12309107237295,41.55936300827737,0
Berthierville,14,2,26.87386188148352,42.88346597260069,0
Berthierville,14,2,22.483210501320702,30.974249064261237,0
Berthierville,14,2,21.515193268997923,42.50601751474735,0
Berthierville,14,2,17.717481403531828,47.083809024101164,0
Berthierville,14,2,19.76556906497592,34.91852349169256,0
Berthierville,14,2,17.71993077948457,42.51298232518988,0
Berthierville,14,2,20.3935379609038,45.99025089910847,0
Berthierville,14,2,19.906888499558967,29.5611033293888,0
Berthierville,14,2,23.389765414612896,35.31688228393188,0
Berthierville,14,2,22.037592512904546,43.730222782937076,0
Berthierville,14,2,24.559466589356514,42.67777235603585,0
Berthierville,14,2,20.815440786695007,35.025079005837505,0
Berthierville,14,2,25.130684700458335,39.3677376783883,0
Berthierville,14,2,21.487060679129545,45.89537681717805,0
Berthierville,14,2,23.991577165069994,45.020348632012634,0
Berthierville,14,2,20.01868134810616,41.202651489916036,0
Berthierville,14,2,25.013887490184647,28.1619573110425,0
Berthierville,14,2,23.891565376492494,35.42159274875595,0
Berthierville,14,2,20.022700197185713,45.92685351378911,0
Berthierville,14,2,21.022065728879795,47.34224115632931,0
Berthierville,14,2,20.436904091790527,36.914135118653064,0
Berthierville,14,2,19.297176650814585,37.502495874827275,0
Berthierville,14,2,21.490025250694934,33.52758680335074,0
Berthierville,14,2,19.657420271805208,28.499180121218245,0
Berthierville,14,2,23.278863500834774,42.19326794983527,0
Ahuntsic,0,0,26.044442203122152,22.334122321262818,0
Ahuntsic,0,0,25.40501622368427,28.29616919836754,0
Ahuntsic,0,0,23.044036670042953,26.85422111011403,0
Ahuntsic,0,0,22.926164867344912,22.784724788683338,0
Ahuntsic,0,0,23.908627920825477,15.435750467445153,0
Ahuntsic,0,0,26.895587131885925,18.78010467242178,0
Ahuntsic,0,0,23.496798181934736,10.646600798774083,0
Ahuntsic,0,0,20.57837200997207,28.63730602011823,0
Ahuntsic,0,0,29.549421877673414,27.63278359581644,0
Ahuntsic,0,0,19.866719069534938,26.5235704071572,0
Ahuntsic,0,0,24.377387334623858,18.196458657228735,0
Ahuntsic,0,0,26.501020510238636,16.977606777233326,0
Ahuntsic,0,0,23.703566395727997,18.089598270517822,0
Ahuntsic,0,0,24.00098867614502,21.56417398805175,0
Ahuntsic,0,0,26.986489226310493,11.54984867874127,0
Ahuntsic,0,0,29.47017739065262,19.98975888621146,0
Ahuntsic,0,0,20.061740968305404,28.574403161076553,0
Ahuntsic,0,0,21.970135703717546,29.453435238660045,0
Ahuntsic,0,0,24.251041401173648,12.664342242976703,0
Ahuntsic,0,0,26.798504213649764,26.512663597726842,0
Ahuntsic,0,0,21.581869943661864,30.50366896299935,0
Ahuntsic,0,0,26.435552877089805,26.797968087532684,0
Ahuntsic,0,0,25.06245301017333,11.299895613547882,0
Ahuntsic,0,0,22.00044766104021,21.038705974419674,0
Ahuntsic,0,0,23.02379927864226,17.10030253116716,0
Ahuntsic,0,0,25.165300797524523,14.035877425351066,0
